686,20,Danila-Smirnov,52,3
687,20,Artyom-Sokolov,77,3
688,20,Soldatenkov,6,2
689,20,Vladislav-Teplyakov,72,2
690,20,Evgeniy-Frolov,39,1
691,20,Dmitry-Tsypchenko,19,3
692,20,Nikita-Chernov,23,2
693,20,Denis-Yakuba,88,3
694,21,Jacques-Ekomie,322,9
695,21,Johaneko-Louisjean,322,9
696,21,Yacine-Adli,7,3
697,21,Anel-Ahmedhodzic,15,2
698,21,Paul-Baysse,24,2
699,21,Dilane-Bakwa,32,4
700,21,Toma-Basic,26,3
701,21,Raoul-Bellanova,22,3
702,21,Loris-Benito,23,2
703,21,Loic-Bessile,21,2
704,21,Jimmy-Briand,7,4
705,21,Josua-Guilavogui,23,3
706,21,Stian-Gregersen,6,2
707,21,Javairo-Dilrosun,16,3
708,21,Mehdi-Zerkane,17,3
709,21,Danilo-Ignatenko,97,3
710,21,Samuel-Kalu,28,4
711,21,Enock-Kwateng,25,2
712,21,Thibault-Klidje,0,4
713,21,Laurent-Koscielny,6,2
714,21,Benua-Kostil,1,1
715,21,Tom-Lacoux,27,3
716,21,Josh-Maja,9,4
717,21,Tidiane-Malbec,40,1
718,21,Ricardo-Mangas,12,3
719,21,Sekou-Mara,36,3
720,21,Abdel-Medioub,3,2
721,21,Gideon-Mensah,17,2
722,21,Edson-Andre-Sitoe-Mexer,4,2
723,21,Mbaye-Niang,11,4
724,21,Onana,8,3
725,21,Otavio-II,5,2
726,21,Ruben-Pardo,14,3
727,21,Timothee-Pembele,22,3
728,21,Gaetan-Poussin,16,1
729,21,Davy-Rouyard,30,1
730,21,Issouf-Sissokho,20,3
731,21,Amadou-Traore,31,4
732,21,Remi-Oudin,28,3
733,21,Marcelo-Filho,6,2
734,21,Fransergio,13,3
735,21,Ui-Jo-Hwang,18,4
736,21,Alberto-Elis,29,4
737,22,Dele-Alli,36,3
738,22,Antonio-Conte,322,9
739,22,Rodrigo-Bentancur,30,3
740,22,Steven-Bergwijn,23,3
741,22,Jamie-Bowden,44,3
742,22,Pierluigi-Gollini,95,1
743,22,Eric-Dier,15,2
